substation_transformer_id,sap_equipment_id,user_status,substation_id,substation_name,substation_hftd,substation_hfra,substation_region,substation_division,substation_county,bank_id,equipment_description,functional_location,functional_location_desc,planner_group,position,install_date,in_service_date,nominal_voltages_primary_kv,nominal_voltages_secondary_kv,primary_winding_connection,secondary_winding_connection,nameplate_cap_max_kva,base_kva,phase,manufacturer,vintage,manufacturer_model_number,ltc_present,main_workcenter,unit_substation,fuse_protected,pressure_relief_mfr,pressure_relief_model_number,extreme_pressure_relief_device_present,latitude,longitude,toa_dga_result_ts_id,toa_fq_result_ts_id,toa_pcb_result_ts_id,toa_moisture_result_ts_id,toa_furan_result_ts_id,manufacturer_description,manufacture_serial_number,system_status,nominal_voltages_tertiary_kv,tertiary_winding_connection,cooling_stage,temp_rise_deg_c,primary_rated_voltage,secondary_rated_voltage,year_of_manufacture,iron_losses,copper_losses,nameplate_cap_rating_1_kva,nameplate_cap_rating_2_kva,nameplate_cap_rating_3_kva,rated_tertiary_kva,equipment_type,manufactured,oil_directed_piping,insulating_fluid_type,impedance_pct,oil_total_gals,online_dga_monitor,rewound,pre_bt_mfr_value,winding_material,nlt_a_1_pri_rated_voltage_v,nlt_b_2_pri_rated_voltage_v,nlt_c_3_pri_rated_voltage_v,nlt_d_4_pri_rated_voltage_v,nlt_e_5_pri_rated_voltage_v,nlt_a_1_sec_rated_voltage_v,nlt_b_2_sec_rated_voltage_v,nlt_c_3_sec_rated_voltage_v,nlt_d_4_sec_rated_voltage_v,nlt_e_5_sec_rated_voltage_v
ETS.87.00023-41012201,41012201,"[REMV, stor]",ETS.87.00023,,,,,,,SN257694,SN257694 3 PH TXFR KUHLMAN - REMV,ETS.87.00023,OAKPORT REMOVED EQUIPMENT,DM1,,1901-01-11,,24.0,12.0,WYE,WYE,24000.0,12000.0,3,,,XXXX,N,OAKPORT,DCS,N,,,N,0.0,0.0,,,,,,,257694,"[DLFL, INAC, INST]",,,OA/FA/FA,65.0,,,,,,12000.0,16000.0,20000.0,,ETS.TXFR,,,,5.65,2670,,,KUL,,,,,,,,,,,
ETS.10.12420-41012202,41012202,[INSV],ETS.10.12420,"Goose Lake Sub, Bakersfield Hq",TIER 1,,Central Valley,Kern,Kern,BK 2104,BK 2104 3 PHASE TRANSFORMER,ETS.10.12420.TXFR,"GOOSE LAKE SUB, POWER TRANSFORMERS",DS1,0004,1988-04-01,,21.0,12.0,WYE,WYE,16000.0,12000.0,3,KU,,AUTO,N,BKRSFLD,DCS,N,QLTRL,,Y,0.0,0.0,41012202-dga_result,41012202-fq_result,41012202-pcb_result,41012202-moisture_result,41012202-furan_result,KUHLMAN,2422001,[INST],,,OA/FA,65.0,,,,,,12000.0,16000.0,,,ETS.TXFR,1988-04-01,,,3.84,1350,,N,KUL,,,,,,,,,,,
ETS.19.12132-41012203,41012203,[INSV],ETS.19.12132,"Butte Sub, Table Mountain Hq",TIER 1,,North Valley & Sierra,North Valley,Butte,BK 3,BK 3 3 PHASE TRANSFORMER WITH LTC,ETS.19.12132.TXFR,"BUTTE SUB, POWER TRANSFORMERS",DS1,BK 3,1997-03-27,,115.0,12.0,WYE,WYE,30000.0,18000.0,3,WAUKESHA ELECTRIC SYSTEM,,UZDRT,Y,TABLEMTN,DCS,N,,,N,0.0,0.0,41012203-dga_result,41012203-fq_result,41012203-pcb_result,41012203-moisture_result,41012203-furan_result,WAUKESHA ELECTRIC SYSTEM,A2776T,[INST],7.2,DELTA,OA/FA/FA,65.0,,,,13900.0,61600.0,18000.0,24000.0,30000.0,10500.0,ETS.TXFR,1997-01-01,,,8.22,5915,,N,WAUK,,,,,,,,,,,
ETS.87.00004-41012204,41012204,[REMV],ETS.87.00004,,,,,,,BK 3C - REMV,BK 3 C 3 PHASE TRANSFORMER W LTC - REMV,ETS.87.00004,DEL MAR REMOVED EQUIPMENT,,,1941-08-14,,115.0,60.0,,,19500.0,12500.0,1,GENERAL ELECTRIC,,NONE,Y,,GM&C,N,,,N,0.0,0.0,,,,,,GENERAL ELECTRIC2,6410164,"[INAC, INST]",,,OA,55.0,,,,44763.0,82995.0,12500.0,19500.0,,,ETS.TXFR,1940-10-22,,,7.87,8100,,N,GE,,,,,,,,,,,
ETS.04.12427-41012205,41012205,"[FREM, OUTS]",ETS.04.12427,"Grass Valley Sub, Del Mar Hq",TIER 2,HFRA Addition,North Valley & Sierra,Sierra,Nevada,BK 2C - OUTS,BK 2 C SINGLE PHASE TRANSFORMER - OUTS,ETS.04.12427.TXFR,"GRASS VALLEY SUB, POWER TRANSFORMERS",DS1,BK2C,1951-01-01,,60.0,12.0,WYE,WYE,6250.0,5000.0,1,GEC,,50006250,N,DELMAR,DCS,N,,,N,0.0,0.0,,,,,,GEC,B528953,[INST],,,OA,55.0,,,,11340.0,30345.0,5000.0,6250.0,,,ETS.TXFR,1951-01-01,,,7.13,1940,,,GE,,,,,,,,,,,
ETS.04.12427-41012206,41012206,[INSV],ETS.04.12427,"Grass Valley Sub, Del Mar Hq",TIER 2,HFRA Addition,North Valley & Sierra,Sierra,Nevada,BK 2B,BK 2 B SINGLE PHASE TRANSFORMER,ETS.04.12427.TXFR,"GRASS VALLEY SUB, POWER TRANSFORMERS",DS1,BK2B,1951-01-01,,60.0,12.0,WYE,WYE,6250.0,5000.0,1,GEC,,50006250,N,DELMAR,DCS,N,,,N,0.0,0.0,41012206-dga_result,41012206-fq_result,41012206-pcb_result,41012206-moisture_result,41012206-furan_result,GEC,B528954,[INST],,,OA,55.0,,,,11780.0,30450.0,5000.0,6250.0,,,ETS.TXFR,1951-01-01,,,7.13,1940,,,GE,,,,,,,,,,,
ETS.10.12357-41012207,41012207,[INSV],ETS.10.12357,"Famoso Sub, Bakersfield Hq",TIER 1,,Central Valley,Kern,Kern,BK 1,BK 1 3 PHASE TRANSFORMER WITH LTC,ETS.10.12357.TXFR,"FAMOSO SUB, POWER TRANSFORMERS",DS1,,1997-05-08,,115.0,12.0,WYE,WYE,30000.0,18000.0,3,FEDERAL PACIFIC ELECTRIC,,UNK,Y,BKRSFLD,DCS,N,FPE,,Y,0.0,0.0,41012207-dga_result,41012207-fq_result,41012207-pcb_result,41012207-moisture_result,41012207-furan_result,Federal Pacific Electric,195491,[INST],,DELTA,OA/FA/FA,65.0,115.0,,,,,18000.0,24000.0,30000.0,,ETS.TXFR,1997-01-01,,,,4861,,Y,FPE,,,,,,,,,,,
ETS.10.13061-41012208,41012208,[INSV],ETS.10.13061,"Stockdale Sub, Bakersfield Hq",TIER 1,,Central Valley,Kern,Kern,BK 6,BK 6 3 PHASE TRANSFORMER WITH LTC,ETS.10.13061.TXFR,"STOCKDALE SUB, POWER TRANSFORMERS",DS1,0006,1997-05-31,,230.0,21.0,WYE,WYE,75000.0,45000.0,3,ABB,,UNK,Y,BKRSFLD,DCS,N,WEC,,Y,0.0,0.0,41012208-dga_result,41012208-fq_result,41012208-pcb_result,41012208-moisture_result,41012208-furan_result,Asea Brown Boveri,MLL932904,[INST],7.2,DELTA,,65.0,,,,27297.0,153737.0,45000.0,60000.0,75000.0,7200.0,ETS.TXFR,1996-01-01,,,11.23,6867,,N,ABB,,,,,,,,,,,
ETS.15.12819-41012212,41012212,[INSV],ETS.15.12819,"Paul Sweet Sub, Moss Landing Hq",TIER 1,,South Bay & Central Coast,Central Coast,Santa Cruz,BK 1,BK 1 3 PHASE TRANSFORMER WITH LTC,ETS.15.12819.TXFR,"PAUL SWEET SUB, POWER TRANSFORMERS",DS1,BK01,1997-05-28,,115.0,21.0,WYE,WYE,45000.0,27000.0,3,KU,,U,Y,MOSSLNDG,DCS,N,QLTRL,28060E,Y,0.0,0.0,41012212-dga_result,41012212-fq_result,41012212-pcb_result,41012212-moisture_result,41012212-furan_result,KUHLMAN,262816963,[INST],7.2,DELTA,OA/FA/FA,65.0,,,,17920.0,106170.0,27000.0,36000.0,45000.0,15750.0,ETS.TXFR,1997-04-01,,,,7650,,N,KUL,,,,,,,,,,,
ETS.07.10047-41012214,41012214,[INSV],ETS.07.10047,"Borden Sub, Fresno Hq",TIER 1,,Central Valley,Yosemite,Madera,BK 2,BK 2 3 PHASE TRANSFORMER WITH LTC,ETS.07.10047.TXFR,"BORDEN SUB, POWER TRANSFORMERS",DS1,0020,1997-05-11,,230.0,12.0,WYE,WYE,30000.0,18000.0,3,WAUKESHA,,UZDRT,Y,FRESNO,DCS,N,QLTRL,,Y,0.0,0.0,41012214-dga_result,41012214-fq_result,41012214-pcb_result,41012214-moisture_result,41012214-furan_result,WAUKESHA,A2739T,[INST],7.2,DELTA,OA/FA/FA,65.0,230.0,,,16400.0,57500.0,18000.0,24000.0,30000.0,7200.0,ETS.TXFR,1996-12-01,,,8.99,9840,,N,WAUK,,,,,,,,,,,
ETS.20.12692-41012215,41012215,[INSV],ETS.20.12692,"Middletown Sub, Ukiah Hq",TIER 2,HFRA Addition,North Coast,Humboldt,Lake,BK 2,BK 2 3 PHASE TRANSFORMER WITH LTC,ETS.20.12692.TXFR,"MIDDLETOWN SUB, POWER TRANSFORMERS",DS1,,1997-05-08,,60.0,12.0,WYE,WYE,12500.0,10000.0,3,WAUKESHA ELECTRIC SYSTEM,,PDS,Y,UKIAH,DCS,Y,WAUK,0840502R001,Y,0.0,0.0,41012215-dga_result,41012215-fq_result,41012215-pcb_result,41012215-moisture_result,41012215-furan_result,WAUKESHA ELECTRIC SYSTEM,A2741X,[INST],7.2,DELTA,OA/FA,65.0,60.0,,,9600.0,34200.0,10000.0,12500.0,,4375.0,ETS.TXFR,1997-04-05,,,7.7700000000000005,3586,,N,WAUK,,,,,,,,,,,
ETS.87.00008-41012216,41012216,[REMV],ETS.87.00008,,,,,,,BK 1B,BK 1B SINGLE PHASE TRANSFORMER REMV,ETS.87.00008,GATES REMOVED EQUIPMENT,,,1952-06-26,,70.0,12.0,WYE,WYE,6250.0,5000.0,1,WH,,SL,N,,DCS,N,WEC,MECHANICAL,Y,0.0,0.0,,,,,,Westinghouse,6177763,"[INAC, INST]",2.4,DELTA,OA/FA,55.0,,,,6827.0,31510.0,5000.0,6250.0,,,ETS.TXFR,1951-07-23,,,7.1000000000000005,1920,,,WEC,,,,,,,,,,,
ETS.87.00008-41012217,41012217,[REMV],ETS.87.00008,,,,,,,BK 1C,BK 1C SINGLE PHASE TRANSFORMER REMV,ETS.87.00008,GATES REMOVED EQUIPMENT,,,1952-06-26,,70.0,12.0,WYE,WYE,6250.0,5000.0,1,WH,,SL,N,,DCS,N,WEC,MECHANICAL,Y,0.0,0.0,,,,,,Westinghouse,6177764,"[INAC, INST]",2.4,DELTA,OA/FA,55.0,,,,6827.0,31510.0,5000.0,6250.0,,,ETS.TXFR,1951-07-23,,,7.1000000000000005,1920,,,WEC,,,,,,,,,,,
ETS.20.12485-41012218,41012218,[INSV],ETS.20.12485,"Hopland Sub, Ukiah Hq",TIER 1,,North Coast,Humboldt,Mendocino,BK 1A,BK 1 A SINGLE PHASE TRANSFORMER,ETS.20.12485.TXFR,"HOPLAND SUB, POWER TRANSFORMERS",DS1,,1997-05-19,,60.0,12.0,WYE,WYE,4167.0,3330.0,1,GE,,OAP,N,UKIAH,DCS,Y,QLTRL,20860E,Y,0.0,0.0,41012218-dga_result,41012218-fq_result,41012218-pcb_result,41012218-moisture_result,41012218-furan_result,GENERAL ELECTRIC.,8049177,[INST],2.4,DELTA,OA/FA,65.0,,,,,,3330.0,4167.0,,1470.0,ETS.TXFR,1997-01-01,,,,1310,,Y,GE,,,,,,,,,,,
ETS.20.12485-41012219,41012219,[INSV],ETS.20.12485,"Hopland Sub, Ukiah Hq",TIER 1,,North Coast,Humboldt,Mendocino,BK 1B,BK 1 B SINGLE PHASE TRANSFORMER,ETS.20.12485.TXFR,"HOPLAND SUB, POWER TRANSFORMERS",DS1,,1997-05-19,,60.0,12.0,WYE,WYE,4167.0,3330.0,1,GE,,OAP,N,UKIAH,DCS,Y,QLTRL,20860E,Y,0.0,0.0,41012219-dga_result,41012219-fq_result,41012219-pcb_result,41012219-moisture_result,41012219-furan_result,GENERAL ELECTRIC.,604913,[INST],2.4,DELTA,OA/FA,65.0,,,,,,3330.0,4167.0,,1470.0,ETS.TXFR,1997-01-01,,,,1310,,Y,GE,,,,,,,,,,,
ETS.20.12485-41012220,41012220,[INSV],ETS.20.12485,"Hopland Sub, Ukiah Hq",TIER 1,,North Coast,Humboldt,Mendocino,BK 1C,BK 1 C SINGLE PHASE TRANSFORMER,ETS.20.12485.TXFR,"HOPLAND SUB, POWER TRANSFORMERS",DS1,,1997-05-19,,60.0,12.0,WYE,WYE,4167.0,3330.0,1,GE,,OAP,N,UKIAH,DCS,Y,QLTRL,20860E,Y,0.0,0.0,41012220-dga_result,41012220-fq_result,41012220-pcb_result,41012220-moisture_result,41012220-furan_result,GENERAL ELECTRIC.,604912,[INST],2.4,DELTA,OA/FA,65.0,,,,,,3330.0,4167.0,,1470.0,ETS.TXFR,1997-01-01,,,,1310,,Y,GE,,,,,,,,,,,
ETS.20.12485-41012221,41012221,"[IDLE, spar]",ETS.20.12485,"Hopland Sub, Ukiah Hq",TIER 1,,North Coast,Humboldt,Mendocino,BK 1SP,BK 1 SPARE SINGLE PH TRANSFORMER - IDLE,ETS.20.12485.TXFR,"HOPLAND SUB, POWER TRANSFORMERS",DS1,,1997-05-23,,60.0,12.0,WYE,WYE,3333.0,3333.0,1,WH,,U,N,UKIAH,DCS,Y,,,N,0.0,0.0,41012221-dga_result,41012221-fq_result,41012221-pcb_result,41012221-moisture_result,41012221-furan_result,Westinghouse,6182217,[INST],2.4,DELTA,OA,55.0,,,,6240.0,22506.0,3333.0,,,,ETS.TXFR,1951-06-21,,,6.9,,,,WEC,,,,,,,,,,,
ETS.87.00016-41012225,41012225,[REMV],ETS.87.00016,,,,,,,BK 1A - REMV,BK 1 A SINGLE PHASE TRANSFORMER - REMV,ETS.87.00016,SAN CARLOS REMOVED EQUIPMENT,,,1962-11-13,,60.0,12.0,WYE,WYE,3125.0,2500.0,1,GE,,OAFA,N,,DCS,Y,GEC,MECHANICAL,Y,0.0,0.0,,,,,,GENERAL ELECTRIC.,E690130D,"[INAC, INST]",,,,65.0,,,,,,2500.0,3125.0,,,ETS.TXFR,1962-11-13,,,,810,NO,,GE,,,,,,,,,,,
ETS.16.12445-41012226,41012226,[INSV],ETS.16.12445,"Half Moon Bay Sub, San Carlos Hq",TIER 1,,Bay Area,Peninsula,San Mateo,BK 2,BK 2 3 PHASE TRANSFORMER WITH LTC,ETS.16.12445.TXFR,"HALF MOON BAY SUB, POWER TRANSFORMERS",DS1,BK2,1973-08-14,,60.0,12.0,WYE,WYE,10500.0,8400.0,3,GE,,OAFA,Y,SNCARLOS,DCS,Y,GEC,MECHANICAL,Y,0.0,0.0,41012226-dga_result,41012226-fq_result,41012226-pcb_result,41012226-moisture_result,41012226-furan_result,GENERAL ELECTRIC.,F961178C,[INST],,,OA/FA,65.0,,,,13887.0,,8400.0,10500.0,,,ETS.TXFR,1962-11-13,,,8.21,2525,,,GE,,,,,,,,,,,
ETS.87.00016-41012227,41012227,[REMV],ETS.87.00016,,,,,,,BK 1B - REMV,BK 1 B SINGLE PHASE TRANSFORMER - REMV,ETS.87.00016,SAN CARLOS REMOVED EQUIPMENT,,,1962-11-13,,60.0,12.0,WYE,WYE,3125.0,2500.0,1,GE,,OAFA,N,,DCS,Y,GEC,MECHANICAL,Y,0.0,0.0,,,,,,GENERAL ELECTRIC.,E690130A,"[INAC, INST]",,,,65.0,,,,,,2500.0,3125.0,,,ETS.TXFR,1962-11-13,,,,810,NO,,GE,,,,,,,,,,,
ETS.07.12046-41012228,41012228,[INSV],ETS.07.12046,"Auberry Sub, Fresno Hq",TIER 2,HFRA Addition,Central Valley,Fresno,Fresno,BK 2,BK 2 3 PHASE TRANSFORMER WITH LTC,ETS.07.12046.TXFR,"AUBERRY SUB, POWER TRANSFORMERS",DS1,0010,1997-05-18,,70.0,12.0,WYE,WYE,12500.0,10000.0,3,KU,,RMV11,Y,FRESNO,DCS,N,QLTRL,20860E,Y,0.0,0.0,41012228-dga_result,41012228-fq_result,41012228-pcb_result,41012228-moisture_result,41012228-furan_result,KUHLMAN,261507961,[INST],,DELTA,OA/FA/FA,65.0,,,,8680.0,46730.0,10000.0,12500.0,,12500.0,ETS.TXFR,1996-01-01,,,7.94,32177,,N,KUL,,,,,,,,,,,
ETS.87.00016-41012229,41012229,[REMV],ETS.87.00016,,,,,,,BK 3 - REMV,BK 3 3 PHASE TRANSFORMER - REMV,ETS.87.00016,SAN CARLOS REMOVED EQUIPMENT,,,1989-11-12,,60.0,12.0,WYE,WYE,10500.0,8400.0,3,KU,,OAFA,N,,DCS,N,QLTRL,20860F,Y,0.0,0.0,,,,,,KUHLMAN,244447,"[INAC, INST]",,,,65.0,60.0,,,,,8400.0,10500.0,,,ETS.TXFR,1969-11-12,,,,2611,,,KUL,,,,,,,,,,,
ETS.87.00016-41012230,41012230,[REMV],ETS.87.00016,,,,,,,BK 1C - REMV,BK 1 C SINGLE PHASE TRANSFORMER - REMV,ETS.87.00016,SAN CARLOS REMOVED EQUIPMENT,,,1962-11-13,,60.0,12.0,WYE,WYE,3125.0,2500.0,1,GE,,OAFA,N,,DCS,Y,GEC,MECHANICAL,Y,0.0,0.0,,,,,,GENERAL ELECTRIC.,E690130C,"[INAC, INST]",,,,65.0,,,,,,2500.0,3125.0,,,ETS.TXFR,1962-11-13,,,,810,NO,,GE,,,,,,,,,,,
ETS.19.12447-41012234,41012234,[INSV],ETS.19.12447,"Hamilton A Sub, Table Mountain Hq",TIER 1,,North Valley & Sierra,North Valley,Glenn,BK 1A B,BK 1 A B SINGLE PHASE TRANSFORMER,ETS.19.12447.TXFR,"HAMILTON A SUB, POWER TRANSFORMERS",DS1,,1949-07-27,,60.0,12.0,WYE,WYE,1500.0,1500.0,1,GE,,H,N,TABLEMTN,DCS,Y,GEC,EXPTNTANK,Y,0.0,0.0,41012234-dga_result,41012234-fq_result,41012234-pcb_result,41012234-moisture_result,41012234-furan_result,GENERAL ELECTRIC.,4679217,[INST],2.4,DELTA,OA,55.0,,,,5560.0,10017.0,1500.0,,,750.0,ETS.TXFR,1930-01-01,,,6.7,1710,,N,GE,,,,,,,,,,,
ETS.19.12447-41012235,41012235,[INSV],ETS.19.12447,"Hamilton A Sub, Table Mountain Hq",TIER 1,,North Valley & Sierra,North Valley,Glenn,BK 1A C,BK 1 A C SINGLE PHASE TRANSFORMER,ETS.19.12447.TXFR,"HAMILTON A SUB, POWER TRANSFORMERS",DS1,,1949-07-27,,60.0,12.0,WYE,WYE,1725.0,1500.0,1,GE,,H,N,TABLEMTN,DCS,Y,GEC,EXPTNTANK,Y,0.0,0.0,41012235-dga_result,41012235-fq_result,41012235-pcb_result,41012235-moisture_result,41012235-furan_result,GENERAL ELECTRIC.,4679218,[INST],2.4,DELTA,,55.0,,,,5660.0,10040.0,1500.0,1725.0,,0.75,ETS.TXFR,1930-01-01,,,6.7700000000000005,1710,,N,GE,,,,,,,,,,,
ETS.03.12352-41012236,41012236,[INSV],ETS.03.12352,"Evergreen Sub, Cupertino Hq",TIER 1,,South Bay & Central Coast,San Jose,Santa Clara,BK 2,BK 2 3 PHASE TRANSFORMER WITH LTC,ETS.03.12352.TXFR,"EVERGREEN SUB, POWER TRANSFORMERS",DS1,BK2,1997-06-16,,115.0,21.0,WYE,WYE,45000.0,27000.0,3,PAUWELS,1997,45000KVA,Y,CUPRTINO,DCS,N,QLTRL,208,Y,0.0,0.0,41012236-dga_result,41012236-fq_result,41012236-pcb_result,41012236-moisture_result,41012236-furan_result,Pauwels,97960331,[INST],7.2,DELTA,OA/FA/FA,65.0,,,1997,23200.0,169300.0,27000.0,36000.0,45000.0,,ETS.TXFR,1997-01-01,,,8.11,6755,NO,N,PAU,,,,,,,,,,,
ETS.87.00009-41012237,41012237,[REMV],ETS.87.00009,,,,,,,BK 3 - REMV,BK 3 3 PHASE TRANSFORMER WITH LTC - REMV,ETS.87.00009,HAYWARD REMOVED EQUIPMENT,,,1997-09-01,,115.0,21.0,WYE,WYE,45000.0,27000.0,3,KU,,RMVII2000,Y,,GM&C,N,QLTRL,20860E,Y,0.0,0.0,,,,,,KUHLMAN,262816964,"[INAC, INST]",7.2,DELTA,OA/FA/FA,65.0,115.0,,,18170.0,106300.0,27000.0,36000.0,45000.0,15750.0,ETS.TXFR,1997-04-01,,,8.08,7650,,N,KUL,,,,,,,,,,,
ETS.14.12797-41012238,41012238,[INSV],ETS.14.12797,"Oro Loma Sub, Merced Hq",TIER 1,,Central Valley,Yosemite,Fresno,BK 1A,BK 1 A SINGLE PHASE TRANSFORMER,ETS.14.12797.TXFR,"ORO LOMA SUB, POWER TRANSFORMERS",DS1,0005,1997-06-30,,70.0,12.0,WYE,WYE,6250.0,5000.0,1,GE,,1,N,MERCED,DCS,N,,,N,0.0,0.0,41012238-dga_result,41012238-fq_result,41012238-pcb_result,41012238-moisture_result,41012238-furan_result,GENERAL ELECTRIC.,6177790,[INST],2.4,DELTA,OA/FA,65.0,,,,,,5000.0,6250.0,,,ETS.TXFR,1951-01-01,,,6.54,1920,,Y,GE,,,,,,,,,,,
ETS.14.12797-41012239,41012239,[INSV],ETS.14.12797,"Oro Loma Sub, Merced Hq",TIER 1,,Central Valley,Yosemite,Fresno,BK 1B,BK 1 B SINGLE PHASE TRANSFORMER,ETS.14.12797.TXFR,"ORO LOMA SUB, POWER TRANSFORMERS",DS1,0010,1997-06-30,,70.0,12.0,WYE,WYE,6250.0,5000.0,1,GE,,1,N,MERCED,DCS,N,,,N,0.0,0.0,41012239-dga_result,41012239-fq_result,41012239-pcb_result,41012239-moisture_result,41012239-furan_result,GENERAL ELECTRIC.,6177788,[INST],2.4,DELTA,OA/FA,65.0,,,,,,5000.0,6250.0,,,ETS.TXFR,1951-01-01,,,6.54,1920,,Y,GE,,,,,,,,,,,
ETS.14.12797-41012240,41012240,[INSV],ETS.14.12797,"Oro Loma Sub, Merced Hq",TIER 1,,Central Valley,Yosemite,Fresno,BK 1C,BK 1 C SINGLE PHASE TRANSFORMER,ETS.14.12797.TXFR,"ORO LOMA SUB, POWER TRANSFORMERS",DS1,0015,1997-06-30,,70.0,12.0,WYE,WYE,6250.0,5000.0,1,GE,,1,N,MERCED,DCS,N,,,N,0.0,0.0,41012240-dga_result,41012240-fq_result,41012240-pcb_result,41012240-moisture_result,41012240-furan_result,GENERAL ELECTRIC.,6320570,[INST],2.4,DELTA,OA/FA,65.0,,,,,,5000.0,6250.0,,,ETS.TXFR,1951-01-01,,,6.54,1920,,Y,GE,,,,,,,,,,,
ETS.22.10162-41012241,41012241,[INSV],ETS.22.10162,"Sobrante Sub, Concord Hq",TIER 2,HFRA Addition,Bay Area,Diablo,Contra Costa,BK 3,BK 3 3 PHASE TRANSFORMER WITH LTC,ETS.22.10162.TXFR,"SOBRANTE SUB, POWER TRANSFORMERS",DS1,0008,1997-05-01,,115.0,12.0,WYE,WYE,30000.0,18000.0,3,KU,,RMVII,Y,CONCORD,DCS,N,QLTRL,20860E,Y,0.0,0.0,41012241-dga_result,41012241-fq_result,41012241-pcb_result,41012241-moisture_result,41012241-furan_result,KUHLMAN,262741961,[INST],7.2,DELTA,OA/FA/FA,65.0,115.0,,,15000.0,71060.0,18000.0,24000.0,30000.0,10500.0,ETS.TXFR,1996-01-01,,,8.06,6631,,N,KUL,,,,,,,,,,,
ETS.19.12457-41012242,41012242,[INSV],ETS.19.12457,"Harter Sub, Table Mountain Hq",TIER 1,,North Valley & Sierra,Sacramento,Sutter,BK 2,BK 2 3 PHASE TRANSFORMER WITH LTC,ETS.19.12457.TXFR,"HARTER SUB, POWER TRANSFORMERS",DS1,,1993-10-13,,60.0,12.0,WYE,WYE,30000.0,18000.0,3,MAGNETEC,,U,Y,TABLEMTN,DCS,N,,PICKLISTNG,Y,0.0,0.0,41012242-dga_result,41012242-fq_result,41012242-pcb_result,41012242-moisture_result,41012242-furan_result,Magnetec,A1379T,[INST],7.2,DELTA,OA/FA/FA,55.0,60.0,,,,,18000.0,24000.0,30000.0,,ETS.TXFR,1990-01-01,,,7.36,5770,,N,MAG,,,,,,,,,,,
ETS.87.00007-41012243,41012243,[REMV],ETS.87.00007,,,,,,,BK 1A - REMOVED,BK 1 A SINGLE PHASE TRANSFORMER- REMV,ETS.87.00007,FRESNO REMOVED EQUIPMENT,,,1965-06-08,,230.0,70.0,,,44800.0,26880.0,1,WH,,NONE,N,,GM&C,N,,,N,0.0,0.0,41012243-dga_result,41012243-fq_result,41012243-pcb_result,41012243-moisture_result,41012243-furan_result,Westinghouse,7000430,"[INAC, INST]",13.200000000000001,,OA/FOA/FOA,65.0,,,,31209.0,37934.0,26880.0,35840.0,44800.0,,ETS.TXFR,1964-12-01,,,7.42,3090,,,WEC,,,,,,,,,,,
ETS.87.00007-41012244,41012244,[REMV],ETS.87.00007,,,,,,,BK 1C - REMOVED,BK 1 C SINGLE PHASE TRANSFORMER- REMV,ETS.87.00007,FRESNO REMOVED EQUIPMENT,,,1965-06-08,,230.0,70.0,,,44800.0,26880.0,1,WH,,NONE,N,,GM&C,N,,,N,0.0,0.0,41012244-dga_result,41012244-fq_result,41012244-pcb_result,41012244-moisture_result,41012244-furan_result,Westinghouse,7000432,"[INAC, INST]",13.200000000000001,,OA/FOA/FOA,65.0,,,,31209.0,37934.0,26880.0,35840.0,44800.0,,ETS.TXFR,1964-12-01,,,7.42,3090,,,WEC,,,,,,,,,,,
ETS.87.00007-41012245,41012245,[REMV],ETS.87.00007,,,,,,,BK 1B - REMOVED,BK 1 B SINGLE PHASE TRANSFORMER - REMV,ETS.87.00007,FRESNO REMOVED EQUIPMENT,,,1965-06-08,,230.0,70.0,,,44800.0,26880.0,1,WH,,NONE,N,,GM&C,N,,,N,0.0,0.0,41012245-dga_result,41012245-fq_result,41012245-pcb_result,41012245-moisture_result,41012245-furan_result,Westinghouse,7000431,"[INAC, INST]",13.200000000000001,,OA/FOA/FOA,65.0,,,,31209.0,37934.0,26880.0,35840.0,44800.0,,ETS.TXFR,1964-12-01,,,7.42,3090,,,WEC,,,,,,,,,,,
ETS.87.00008-41012246,41012246,[REMV],ETS.87.00008,,,,,,,BK 1C - REMV,BK 1C SINGLE PHASE TRANSFORMER - REMV,ETS.87.00008,GATES REMOVED EQUIPMENT,DS1,,1975-01-12,,70.0,12.0,WYE,WYE,3950.0,3040.0,1,GE,,HFORMDH,N,,DCS,N,GEC,6INCH,Y,0.0,0.0,,,,,,GENERAL ELECTRIC.,4678783,"[INAC, INST]",2.4,DELTA,OA/FA,55.0,,,,8598.0,12643.0,3040.0,3950.0,,,ETS.TXFR,1930-04-01,,,6.37,2440,,N,GE,,,,,,,,,,,
ETS.87.00008-41012247,41012247,[REMV],ETS.87.00008,,,,,,,BK 2A - REMV,BK 2A SINGLE PHASE TRANSFORMER,ETS.87.00008,GATES REMOVED EQUIPMENT,,,1962-05-22,,230.0,70.0,,,35840.0,21504.0,1,WH,,OAFAFA,N,,GM&C,N,WEC,6INCH,Y,0.0,0.0,,,,,,Westinghouse,6992911,"[INAC, INST]",13.200000000000001,,OA/FA/FOA,55.0,,,,24855.0,35258.0,21504.0,28672.0,35840.0,,ETS.TXFR,1961-08-16,,,7.17,2490,,N,WEC,,,,,,,,,,,
